Ticker,EPS,P/E Ratio,PEG Ratio,P/B Ratio,ROE,P/B Ratio,Operating Margin,EBITDA,Industry
KN,1.19,14.739496,1.14,1.9940884,0.052410003,1.9940884,0.14175001,115300000.0,Electronic Components
HMN,3.66,10.204917,1.15,1.2619096,0.070539996,1.2619096,0.03427,158200000.0,Insurance—Property & Casualty
GRC,1.98,18.80303,1.38,2.6581466,0.10674,2.6581466,0.13941,117386000.0,Specialty Industrial Machinery
CWT,2.37,21.156118,1.43,1.8309962,0.13166,1.8309962,0.28936002,403963008.0,Utilities—Regulated Water
CWCO,1.46,16.19863,2.38,1.8114277,0.15925999,1.8114277,0.15437001,42847420.0,Utilities—Regulated Water
CW,11.78,29.611206,2.96,5.3515596,0.1741,5.3515596,0.18548,680387008.0,Aerospace & Defense
CVGW,1.71,15.807017,1.38,2.3615236,-0.03963,2.3615236,0.05211,20755000.0,Food Distribution
CTRE,1.28,25.289062,1.16,2.2868245,0.05585,2.2868245,0.66059,228078000.0,REIT—Healthcare Facilities
CMCO,3.38,9.455621,0.46,1.0189701,0.017280001,1.0189701,-0.05444,110532000.0,Farm & Heavy Construction Machinery
CLH,8.39,27.771154,1.06,4.96717,0.17678,4.96717,0.12573,1074525056.0,Waste Management
CDNS,6.86,41.12099,2.71,16.953543,0.27072,16.953543,0.309,1450493056.0,Software—Application
CBZ,3.05,22.852459,1.74,3.7555902,0.13693,3.7555902,0.11321,194943008.0,Specialty Business Services
CAE,0.99,18.131313,1.96,1.322381,-0.07432,1.322381,0.10182,713100032.0,Aerospace & Defense
TNC,6.54,12.720184,0.9,2.4258597,0.18094999,2.4258597,0.09689999,188200000.0,Specialty Industrial Machinery
TKR,6.92,12.015896,1.89,2.0851097,0.1305,2.0851097,0.14565,854400000.0,Tools & Accessories
RLI,6.41,24.525743,2.7,4.1192193,0.27533,4.1192193,0.24937001,528628992.0,Insurance—Property & Casualty
PCTY,7.06,27.161472,4.03,9.664835,0.22198,9.664835,0.05434,310508000.0,Software—Application
PBA,2.39,17.405857,-20.84,1.6042575,0.11894,1.6042575,0.36064997,2971000064.0,Oil & Gas Midstream
NDLS,-0.24,-4.875,-0.34,5.5450234,-1.10238,5.5450234,0.00952,31920000.0,Restaurants
IPGP,2.13,38.6338,-27.1,1.6829941,-0.06576,1.6829941,-0.12002,93483000.0,Semiconductor Equipment & Materials
IEX,8.55,25.269005,2.27,4.293948,0.13592,4.293948,0.22375,862700032.0,Specialty Industrial Machinery
HOFT,1.59,10.226415,94.29,0.7952656,0.00721,0.7952656,-0.03312,9614000.0,"Furnishings, Fixtures & Appliances"
GFF,5.59,11.32737,0.65,13.950209,0.67727,13.950209,0.1667,476547008.0,Conglomerates
FIX,16.99,23.090641,2.76,8.766704,0.335,8.766704,0.1112,779372032.0,Engineering & Construction
EGAN,0.29,17.862068,-89.28,2.5822532,0.12946,2.5822532,0.05307,6358000.0,Software—Application
DAN,1.21,6.53719,0.26,0.77488244,-0.009430001,0.77488244,0.042,770000000.0,Auto Parts
CVLT,3.88,40.12629,4.59,24.514252,0.77225,24.514252,0.08073,92041000.0,Software—Application
CRS,7.76,20.020618,0.76,4.6639247,0.1472,4.6639247,0.15788999,506500000.0,Metal Fabrication
CRL,10.41,17.383286,3.82,2.5088732,0.12603,2.5088732,0.16597,958953984.0,Diagnostics & Research
CNSL,-1.77,-2.6214688,-1.46,1.8717223,-0.24443,1.8717223,-0.06861,265466000.0,Telecom Services
CIVI,8.99,5.373749,0.5,0.7214109,0.14345,0.7214109,0.30649,3218127104.0,Oil & Gas E&P
CECO,1.15,20.408695,2.06,3.4029288,0.05836,3.4029288,0.0615,55735000.0,Pollution & Treatment Controls
OTTR,5.45,14.328441,1.23,2.0855699,0.21497,2.0855699,0.33096,508768992.0,Utilities—Diversified
CCRN,0.64,17.703125,2.19,0.861597,0.01868,0.861597,-0.03835,48079000.0,Medical Care Facilities
WLKP,1.71,13.070175,8.32,1.5183424,0.4059,1.5183424,0.32948002,480622016.0,Chemicals
UCTT,2.77,12.393502,1.21,1.8047526,0.014199999,1.8047526,0.04774,149400000.0,Semiconductor Equipment & Materials
TRS,1.82,14.868131,1.68,1.6276691,0.060539998,1.6276691,0.0748,134210000.0,Packaging & Containers
STRL,6.08,25.273027,2.48,7.0742598,0.27951,7.0742598,0.12497,291439008.0,Engineering & Construction
STAA,0.85,33.6,1.27,3.2857797,0.053990003,3.2857797,0.06492,33086000.0,Medical Instruments & Supplies
SKY,4.04,22.64604,16.61,3.5181696,0.106529996,3.5181696,0.10809,226656992.0,Residential Construction
NWPX,3.35,14.394031,1.46,1.3199387,0.08474,1.3199387,0.11857,64677000.0,Metal Fabrication
MTDR,8.0,6.44875,0.66,1.3220409,0.22501,1.3220409,0.49011,2346853888.0,Oil & Gas E&P
MATW,1.71,13.596491,-1.17,1.4125153,0.05108,1.4125153,0.0152,172274000.0,Conglomerates
IRDM,0.96,30.53125,0.26,5.04475,0.14408,5.04475,0.2578,401832000.0,Telecom Services
IMMR,0.55,15.218182,0.26,1.1616932,0.19552,1.1616932,0.27565,57588000.0,Software—Application
FSS,3.69,22.17886,1.55,4.3504143,0.20206,4.3504143,0.16132,337700000.0,Pollution & Treatment Controls
FELE,4.43,22.00903,1.81,3.51478,0.15149,3.51478,0.13861,306336992.0,Specialty Industrial Machinery
CVE,1.7,9.217647,0.81,0.98609275,0.12798001,0.98609275,0.07004,9592999936.0,Oil & Gas Integrated
CPT,1.63,69.77301,-2.98,2.6001372,0.07229,2.6001372,0.18339,891118976.0,REIT—Residential
CPRT,1.74,29.591955,1.49,6.590298,0.20129,6.590298,0.33633998,1754322944.0,Specialty Business Services
CMTL,0.93,3.1290324,0.41,0.27496928,-0.19287,0.27496928,-0.17841999,23023000.0,Communication Equipment
CMLS,-3.01,-0.31229237,-0.03,0.054285053,-0.4388,0.054285053,-0.03686,57682000.0,Broadcasting
CDTX,-9.96,-1.314247,-0.01,0.4567625,-1.53388,0.4567625,-36.758278,-30107000.0,Biotechnology
CCOI,-3.2,-25.504686,38.98,9.302975,0.09591,9.302975,-0.15795,109322000.0,Telecom Services
WNC,1.27,13.740158,0.91,3.7713425,-0.64379996,3.7713425,-0.93328005,-241746000.0,Farm & Heavy Construction Machinery
WDFC,6.04,43.773182,4.9,15.538644,0.31606,15.538644,0.15418,105807000.0,Specialty Chemicals
VNCE,0.12,16.166668,-1.64,0.46623412,0.02465,0.46623412,0.015240001,4686000.0,Apparel Manufacturing
STRT,2.5,14.608,1.26,0.7263759,0.07525,0.7263759,0.06705,34966000.0,Auto Parts
STC,5.79,11.632124,4.13,1.3265446,0.053400002,1.3265446,0.0714,180943008.0,Insurance—Property & Casualty
SHEN,-0.18,-79.388885,-1.35,0.8357703,-0.010319999,0.8357703,-0.053150002,82015000.0,Telecom Services
PRA,0.8,18.225,0.88,0.65820956,-0.02036,0.65820956,0.08154,72866000.0,Insurance—Property & Casualty
PFGC,5.73,14.111692,0.95,3.0213354,0.110740006,3.0213354,0.02428,1383100032.0,Food Distribution
MTRX,0.98,11.469387,-28.07,1.8695941,-0.14451,1.8695941,-0.02557,-18589000.0,Engineering & Construction
MCS,0.47,43.87234,-2.57,1.4286705,-0.02184,1.4286705,0.148,84073000.0,Entertainment
LPX,5.22,19.250957,3.89,4.303272,0.28858998,4.303272,0.23587,713000000.0,Building Products & Equipment
LAND,-0.38,-34.526318,1143.0,0.6636989,0.024530001,0.6636989,0.36673,70819000.0,REIT—Specialty
ICLR,15.07,14.625083,1.45,1.8615808,0.07985,1.8615808,0.14448,1685049984.0,Diagnostics & Research
HXL,2.52,23.349207,1.33,2.9985223,0.06682,2.9985223,0.115880005,352000000.0,Aerospace & Defense
HEI,4.28,57.443924,3.68,9.624961,0.14435,9.624961,0.22418,984435008.0,Aerospace & Defense
GOOD,-0.1,-155.7,-21.87,4.3846803,0.03425,4.3846803,0.29911,99886000.0,REIT—Diversified
FNV,4.12,31.968449,5.08,4.3359895,-0.09316,4.3359895,0.64811,944000000.0,Gold
FMX,4.94,19.582994,8.49,1.1735591,0.114930004,1.1735591,0.08786,64871845888.0,Beverages—Brewers
EMKR,-0.38,-5.263158,-0.16,0.34686092,-0.6664,0.34686092,-0.15371001,-12156000.0,Electronic Components
DRH,0.48,17.916668,-2.58,1.0901256,0.04349,1.0901256,0.19841999,264763008.0,REIT—Hotel & Motel
CVGI,0.97,3.1030927,0.84,0.5555555,0.20365,0.5555555,0.023559999,50849000.0,Auto Parts
CSTE,-0.4,-10.125,-0.46,0.466805,-0.19424999,0.466805,-0.045,321000.0,Building Products & Equipment
CHEF,1.76,22.693182,1.34,3.2888668,0.10393,3.2888668,0.03434,177888000.0,Food Distribution
CHDN,7.11,19.476791,12.91,9.278392,0.41366002,9.278392,0.20016001,875800000.0,Gambling
CGNX,1.0,40.41,19.92,4.423161,0.05829,4.423161,0.13446,125929000.0,Scientific & Technical Instruments
WCN,5.42,32.64945,2.7,5.526546,0.11849,5.526546,0.20762,2626592512.0,Waste Management
VSEC,4.57,22.610502,1.76,2.4360516,0.05481,2.4360516,0.07328,123517000.0,Aerospace & Defense
UMC,0.66,10.696969,-1.57,0.24021776,0.14068,0.24021776,0.23277001,95048859648.0,Semiconductors
TAC,0.3,34.233334,1.58,3.6366858,0.32009998,3.6366858,0.28179002,1564999936.0,Utilities—Independent Power Producers
SXI,9.7,18.564949,1.66,3.225737,0.11637,3.225737,0.13321,138386000.0,Specialty Industrial Machinery
SANW,-4.18,-0.5430622,-0.02,0.13203047,-0.5046,0.13203047,-0.27275,-9978543.0,Farm Products
QDEL,2.93,13.344709,3.05,0.82672584,-0.45484,0.82672584,-0.04662,589699968.0,Medical Devices
NCMI,0.27,26.555555,5.16,1.7603732,0.879,1.7603732,-0.16453,12700000.0,Advertising Agencies
KT,3.2,4.9125,2.56,0.00022579645,0.055219997,0.00022579645,0.07375,4696330207232.0,Telecom Services
HTHT,2.07,18.173914,5.57,0.9368696,0.29777,0.9368696,0.25569,6595999744.0,Lodging
FCFS,7.92,13.39394,1.98,2.3745887,0.12503,2.3745887,0.13474,554796992.0,Credit Services
EPC,3.22,10.891304,1.07,1.0985465,0.07654,1.0985465,0.14048,347300000.0,Household & Personal Products
EDN,-1.66,-18.746988,-0.19,0.030397424,0.4111,0.030397424,0.10149,96704004096.0,Utilities—Regulated Electric
DQ,-0.92,-25.510868,-0.1,0.33069843,-0.020280002,0.33069843,-0.49391997,9873000.0,Semiconductor Equipment & Materials
CWST,1.08,91.981476,11.33,3.8144608,0.00535,3.8144608,0.093059994,321988000.0,Waste Management
CRAI,7.59,24.52701,2.6,6.1548634,0.20910999,6.1548634,0.10963,76814000.0,Consulting Services
COCO,1.1,29.063635,0.31,7.1939697,0.26693,7.1939697,0.15496,76017000.0,Beverages—Non-Alcoholic
CLS,4.44,15.815315,0.63,4.561221,0.21215001,4.561221,0.054970004,654499968.0,Electronic Components
CIO,-0.48,-10.583333,-1.29,0.32119372,-0.0118700005,0.32119372,0.14529,88826000.0,REIT—Office
CDNA,0.43,52.65116,4.1,4.5009937,-0.47661,4.5009937,-0.043670002,-62353000.0,Diagnostics & Research
TREX,2.18,32.458717,3.66,8.598858,0.30207002,8.598858,0.23235,372158016.0,Building Products & Equipment
TRC,0.11,144.0,53.03,0.904936,0.00262,0.904936,-0.63614,-5676000.0,Conglomerates
SWX,3.65,19.739727,6.02,1.4792535,0.052249998,1.4792535,0.07389,890057984.0,Utilities—Regulated Gas
QRHC,0.07,112.428566,-3.71,2.4425824,-0.09725001,2.4425824,0.024619998,14889524.0,Waste Management
PLXS,7.8,18.847435,2.58,3.0186238,0.088070005,3.0186238,0.051269997,265654320.0,Electronic Components
IART,2.5,7.7120004,-1.87,0.97496843,0.0147,0.97496843,0.11281,356384000.0,Medical Devices
FC,2.11,18.810427,1.6,7.198041,0.24896999,7.198041,0.12326,38028000.0,Education & Training Services
DRRX,-1.02,-1.3137256,-0.11,8.2716055,-2.9987702,8.2716055,-1.5679401,-24930000.0,Drug Manufacturers—Specialty & Generic
CRNT,0.41,6.0487804,0.53,1.4841412,0.07707,1.4841412,0.11732,39875000.0,Communication Equipment
YORW,1.53,23.058823,5.02,2.2477064,0.10458,2.2477064,0.39988998,40864000.0,Utilities—Regulated Water
WYY,-0.01,-362.0,-0.68,2.28969,-0.22494,2.28969,-0.01281,565159.0,Information Technology Services
TOUR,0.15,7.4599996,-6584.0,0.12594259,-0.02755,0.12594259,0.08442,94657000.0,Travel Services
SPXC,6.29,23.08426,1.43,4.955124,0.14123,4.955124,0.16911,396900000.0,Building Products & Equipment
RGEN,1.78,77.87079,5.86,3.9009905,-0.00096000003,3.9009905,0.01596,78935000.0,Medical Instruments & Supplies
QUIK,0.53,14.207548,1.28,4.9933686,0.10547,4.9933686,-0.36758,4099000.0,Semiconductors
MIDD,10.22,12.735812,2.32,1.9478908,0.11735,1.9478908,0.19073999,825025024.0,Specialty Industrial Machinery
KOF,6.55,12.416794,1.3,0.12177976,0.16257,0.12177976,0.13649,46122704896.0,Beverages—Non-Alcoholic
KMPR,5.94,10.510101,1.21,1.4417014,0.104490004,1.4417014,0.13173,614000000.0,Insurance—Property & Casualty
IRMD,1.69,28.57988,1.77,8.562312,0.25082,8.562312,0.31385002,22261054.0,Medical Devices
GVA,5.47,15.808044,2.76,3.7525496,0.110869996,3.7525496,0.08056,266307008.0,Engineering & Construction
CUBE,1.78,26.58989,0.98,3.8401625,0.14032,3.8401625,0.45692003,695281984.0,REIT—Industrial
CNA,5.22,9.101533,3.38,1.3031433,0.13763,1.3031433,0.123900004,1831000064.0,Insurance—Property & Casualty
CMRE,2.8,4.903571,-0.2,0.6821682,0.15285,0.6821682,0.24791999,595337984.0,Marine Shipping
CHT,1.52,24.914473,17.95,0.8047687,0.099980004,0.8047687,0.22047001,81665925120.0,Telecom Services
CAL,4.58,6.4213977,0.49,1.7050263,0.30181998,1.7050263,0.06341,240286000.0,Apparel Retail
VVI,1.5,24.946665,2.67,19.199589,0.15073,19.199589,0.12689,157850000.0,Specialty Business Services
SPSC,3.9,42.684616,3.21,7.5404267,0.10782,7.5404267,0.15622,126347000.0,Software—Application
SGA,0.48,28.958334,14.29,0.5248452,0.03554,0.5248452,0.07477,12066000.0,Broadcasting
POR,3.24,14.2283945,1.21,1.3392597,0.09906,1.3392597,0.15931,1029000000.0,Utilities—Regulated Electric
PDS,7.61,7.785808,-0.51,0.50309926,0.15969,0.50309926,0.14115,540161024.0,Oil & Gas Drilling
PBPB,0.29,25.896553,10.25,4.6559205,1.3349401,4.6559205,0.03562,25919000.0,Restaurants
MSEX,2.36,27.65678,9.94,2.6370652,0.09546,2.6370652,0.34058,82934000.0,Utilities—Regulated Water
MPX,0.5,18.82,2.35,2.5363882,0.1363,2.5363882,0.07296,23453000.0,Recreational Vehicles
MCRI,4.87,16.10883,3.33,2.8074005,0.17083,2.8074005,0.2575,166956000.0,Resorts & Casinos
GKOS,-1.35,-97.60741,-7.95,10.860463,-0.27489,10.860463,-0.28711,-84563000.0,Medical Devices
CNTY,-0.44,-7.522727,-0.06,1.5724465,-0.35971,1.5724465,0.09739,102042000.0,Resorts & Casinos
CLW,1.43,18.097902,31.49,0.6539482,0.07164,0.6539482,-0.00682,229400000.0,Paper & Paper Products
CHUY,2.04,18.37255,1.37,2.505515,0.10357001,2.505515,0.08958,56108000.0,Restaurants
CDXS,-0.73,-4.7945204,-0.28,3.4347398,-0.75306,3.4347398,-1.29019,-35905000.0,Biotechnology
TCS,-4.19,-1.0739857,-0.03,0.11281589,-0.5522,0.11281589,-0.05309,8629000.0,Specialty Retail
SSNLF,4.95,8.202001,1244.53,0.0007243979,0.088120006,0.0007243979,0.116059996,70989534724096.0,Consumer Electronics
SEIC,4.88,15.534835,1.41,4.1457944,0.24611,4.1457944,0.26765,560993024.0,Asset Management
PFMT,0.03,132.0,-1.77,4.0284843,-0.08243,4.0284843,-0.09335,-3708000.0,Specialty Business Services
LFVN,0.8,16.25,1.41,5.8584948,0.14508,5.8584948,0.054429997,9613000.0,Packaged Foods
HVT,2.74,8.014598,1.21,1.1707004,0.08574,1.1707004,0.028299998,48739000.0,Home Improvement Retail
GPK,2.69,10.513011,0.45,2.820948,0.25792998,2.820948,0.13628,1747000064.0,Packaging & Containers
ELP,0.45,14.3555565,-0.47,0.7783132,0.0872,0.7783132,0.15836,4636244992.0,Utilities—Diversified
DAC,27.49,2.9810839,0.98,0.48375764,0.18947001,0.48375764,0.53953,672912000.0,Marine Shipping
CTS,2.37,21.590717,2.0,2.9092045,0.113579996,2.9092045,0.16760999,104600000.0,Electronic Components
CSTM,1.49,7.604027,-4.42,1.8315551,0.11141,1.8315551,0.02685,514000000.0,Aluminum
COLL,6.89,4.856313,9.89,4.993284,0.47866002,4.993284,0.32676,347360000.0,Drug Manufacturers—Specialty & Generic
CEVA,0.56,42.285713,0.8,2.1239574,-0.06351,2.1239574,-0.00123,-5487000.0,Semiconductors
CENT,2.44,14.241803,2.17,1.4696553,0.09625,1.4696553,0.12752,341120992.0,Packaged Foods
CCS,12.38,7.156704,0.94,1.0898713,0.13322,1.0898713,0.09874,467135008.0,Real Estate—Development
VUZI,-0.48,-2.5416667,-0.06,2.255083,-1.17345,2.255083,-9.72766,-45584600.0,Consumer Electronics
USEG,-0.14,-9.428572,-0.1,0.98141265,-0.71571,0.98141265,-0.32189,2444000.0,Oil & Gas E&P
RYI,1.29,16.666668,292.87,0.82202256,0.02643,0.82202256,0.00488,151400000.0,Metal Fabrication
PKOH,3.77,7.490716,0.63,1.2082318,0.13719,1.2082318,0.06288,131600000.0,Specialty Industrial Machinery
NSANY,0.86,6.2093024,0.26,0.00320814,0.05946,0.00320814,0.00033,798944002048.0,Auto Manufacturers
ITRN,2.71,9.918818,1.3,3.0469282,0.30556,3.0469282,0.20909001,89840000.0,Scientific & Technical Instruments
INFA,1.22,21.483604,2.28,3.3236113,0.028970001,3.3236113,0.124239996,281398016.0,Software—Infrastructure
GLDD,0.83,14.084337,-1.09,1.878817,0.11214,1.878817,0.08575,104518000.0,Engineering & Construction
DLHC,0.65,12.338463,1.14,1.0474076,0.023139998,1.0474076,0.05723,43417000.0,Specialty Business Services
CVCO,22.56,19.801418,0.74,3.544609,0.14376001,3.544609,0.09656,182480000.0,Residential Construction
CSWC,2.45,9.787755,9.71,1.4451877,0.10168,1.4451877,0.87466,173756000.0,Asset Management
CPAC,0.14,46.642857,1.31,2.0882635,0.13841,2.0882635,0.22496,554177984.0,Building Materials
COTY,0.65,11.507692,0.62,1.6961452,0.025799999,1.6961452,0.03161,1004000000.0,Household & Personal Products
TNDM,-1.18,-27.042374,-0.47,8.928371,-0.48478,8.928371,-0.13868,-134236896.0,Medical Devices
PHI,2.99,8.06689,5.8,0.046356183,0.23016001,0.046356183,0.25495002,88252997632.0,Telecom Services
OFS,0.92,8.771739,1.02,0.6673834,-0.0062800003,0.6673834,0.67657995,37679000.0,Asset Management
JJSF,6.14,27.01303,0.43,3.432107,0.09575,3.432107,0.11391,190226000.0,Packaged Foods
INTT,0.36,20.777777,1.33,0.9034907,0.02925,0.9034907,0.01987,6494000.0,Semiconductor Equipment & Materials
ICL,0.42,9.880953,-0.99,0.9315376,0.08104999,0.9315376,0.12043,1244999936.0,Agricultural Inputs
HAE,5.35,13.360748,1.11,4.0386467,0.12982,4.0386467,0.19641,314078016.0,Medical Instruments & Supplies
FSV,5.63,33.24867,2.45,7.341648,0.1129,7.341648,0.08085,454627008.0,Real Estate Services
FOXF,2.58,13.186048,1.56,1.1846229,0.00881,1.1846229,0.05244,141372000.0,Auto Parts
CODI,2.37,8.869199,1.46,1.7550305,-0.01123,1.7550305,0.122150004,387771008.0,Conglomerates
CENTA,2.41,12.315352,2.36,1.2552336,0.09625,1.2552336,0.12752,341120992.0,Packaged Foods
WMMVY,1.75,15.822858,1.93,2.2679992,0.26893,2.2679992,0.08133,93916315648.0,Discount Stores
TMHC,9.38,7.323028,0.5,1.245806,0.14969,1.245806,0.15704,1168215040.0,Residential Construction
ROG,3.53,29.107649,0.19,1.4693265,0.03966,1.4693265,0.099379994,73600000.0,Electronic Components
NTIC,0.8,16.0625,1.1,1.7619635,0.084139995,1.7619635,0.0061500003,2863322.0,Specialty Chemicals
LMNR,0.23,111.04348,2.71,2.5026948,0.02698,2.5026948,0.15203,-5675000.0,Farm Products
IRIX,-0.27,-5.537037,-0.1,5.794574,-1.22706,5.794574,-0.20885,-9933000.0,Medical Devices
GTLS,12.53,10.3751,0.5,1.9591295,0.050029997,1.9591295,0.16264999,853100032.0,Specialty Industrial Machinery
HD,15.65,25.085623,6.98,88.202644,5.13362,88.202644,0.15134,24578000896.0,Home Improvement Retail
DLTR,6.06,10.990099,1.69,1.9402202,-0.12983,1.9402202,0.027520001,2604699904.0,Discount Stores
DRI,10.56,15.11837,1.96,8.787912,0.48619,8.787912,0.098009996,1789500032.0,Restaurants
XRAY,2.29,10.257642,1.38,1.5532632,-0.0535,1.5532632,0.07215,612000000.0,Medical Instruments & Supplies
DHI,16.19,10.35454,1.42,2.1459568,0.19631,2.1459568,0.16636999,6202899968.0,Residential Construction
DGX,9.76,15.91086,2.69,2.5543218,0.13224,2.5543218,0.14187999,1804999936.0,Diagnostics & Research
ODP,5.76,5.467014,0.59,1.2102695,0.03797,1.2102695,0.01922,274000000.0,Specialty Retail
DLR,1.21,145.45454,-14.2,2.8427446,0.01956,2.8427446,0.119940005,2328552960.0,REIT—Specialty
DDS,26.14,14.157231,-0.71,3.0721147,0.36101002,3.0721147,0.06151,978633984.0,Department Stores
DEO,7.18,17.299442,5.36,27.492252,0.35039002,27.492252,0.27281,6496999936.0,Beverages—Wineries & Distilleries
DY,9.34,18.75803,1.4,4.400683,0.22437,4.400683,0.08646,526864992.0,Engineering & Construction
DKS,14.83,13.061362,2.2,5.3242073,0.40762,5.3242073,0.13533,1909431040.0,Specialty Retail
DXCM,2.03,34.65517,2.56,13.883955,0.32061002,13.883955,0.15289,840400000.0,Medical Devices
DVA,10.92,12.966117,0.94,30.254274,0.44884,30.254274,0.16275999,2657765120.0,Medical Care Facilities
DV,0.41,41.878048,3.44,2.6603656,0.059899997,2.6603656,0.070879996,111943000.0,Software—Application
DRQ,0.77,20.012987,1.22,0.6227521,-0.031159999,0.6227521,0.03119,38015000.0,Oil & Gas Equipment & Services
DSX,0.92,2.402174,1.7,0.52606523,0.03254,0.52606523,0.21709,97195000.0,Marine Shipping
DLB,3.81,19.33071,1.23,2.8936822,0.08917,2.8936822,0.14148,322076992.0,Specialty Business Services
ODFL,5.9,34.064407,4.56,10.304025,0.30241,10.304025,0.27334,1969339008.0,Trucking
DK,-2.59,-5.945946,0.43,1.2328876,-0.07362,1.2328876,-0.01482,474100000.0,Oil & Gas Refining & Marketing
DHT,1.72,5.9883723,0.99,1.6021155,0.15001,1.6021155,0.34432998,293148992.0,Oil & Gas Midstream
DAKT,1.17,11.102564,1.26,2.5420742,0.04563,2.5420742,0.10047,87579000.0,Electronic Components
KTOS,0.58,39.431038,24.69,2.5932646,0.015369999,2.5932646,0.04165,80900000.0,Aerospace & Defense
FANG,17.06,10.305393,1.67,1.7975379,0.21341999,1.7975379,0.50105,6733000192.0,Oil & Gas E&P
DCO,3.97,14.919395,1.18,1.3316995,0.03583,1.3316995,0.088369995,88083000.0,Aerospace & Defense
DOC,0.26,84.53846,-2.75,1.7953116,0.04085,1.7953116,0.16525999,1400305024.0,REIT—Healthcare Facilities
STLD,10.04,13.311752,-0.84,2.2672908,0.19703,2.2672908,0.091079995,2689149952.0,Steel
DHX,0.1,16.9,0.57,0.69805866,0.024619998,0.69805866,0.0559,27640000.0,Software—Application
DGII,2.11,13.767773,0.87,1.8784351,0.031070001,1.8784351,0.122700006,80085000.0,Communication Equipment
DGICA,1.15,13.173913,1.94,0.9902608,0.05045,0.9902608,0.08254,34926816.0,Insurance—Property & Casualty
DORM,6.67,19.15892,1.24,3.1586623,0.15726,3.1586623,0.15829,388476000.0,Auto Parts
DLNG,1.09,3.4954126,3.59,0.41584808,0.07569,0.41584808,0.50036,97347000.0,Oil & Gas Midstream
RDY,4.25,17.475294,19220.6,0.20991492,0.20589,0.20991492,0.23391001,79539003392.0,Drug Manufacturers—Specialty & Generic
LPG,5.31,5.519774,0.43,1.1631875,0.30618,1.1631875,0.49168998,392076928.0,Oil & Gas Midstream
DRD,0.68,17.632353,1.59,0.14993122,0.20188,0.14993122,0.29181,1882899968.0,Gold
DXPE,3.86,13.044042,0.71,2.0666583,0.15966,2.0666583,0.08383001,165211008.0,Industrial Distribution
